,nombres,edades,generos,ciudades,hijos,mascotas,vehiculos,salarios
8082,persona_8082,60,M,Cota,1,5,1,3279
8083,persona_8083,61,F,Bogotá,1,0,0,1479
8084,persona_8084,58,F,Cajica,0,3,0,3627
8085,persona_8085,62,F,Chía,2,3,2,2782
8086,persona_8086,60,F,Chía,2,5,1,1790
8087,persona_8087,43,F,Cajica,2,4,0,4496
8088,persona_8088,24,M,Cota,1,3,1,1462
8089,persona_8089,67,F,Cajica,1,4,2,2911
8090,persona_8090,51,F,Zipaquira,1,3,0,2143
8091,persona_8091,23,M,Cota,3,3,0,4811
8092,persona_8092,65,M,Cajica,1,2,0,4315
8093,persona_8093,22,M,Chía,3,5,1,2532
8094,persona_8094,39,M,Cajica,1,6,0,3681
8095,persona_8095,38,M,Cota,2,4,2,2291
8096,persona_8096,34,M,Bogotá,1,7,0,1095
8097,persona_8097,56,M,Cota,0,2,2,3801
8098,persona_8098,58,M,Cota,3,10,2,2713
8099,persona_8099,29,M,Cajica,0,1,2,3986
8100,persona_8100,62,M,Chía,2,3,0,1215
8101,persona_8101,36,F,Chía,2,3,2,3879
8102,persona_8102,32,F,Cajica,2,4,2,1134
8103,persona_8103,20,F,Bogotá,3,7,2,2969
8104,persona_8104,68,F,Zipaquira,2,8,1,1033
8105,persona_8105,61,M,Cota,0,9,0,1910
8106,persona_8106,39,M,Chía,0,0,2,3281
8107,persona_8107,26,F,Zipaquira,2,9,2,3327
8108,persona_8108,39,F,Cota,2,0,1,3325
8109,persona_8109,47,F,Zipaquira,3,7,0,3455
8110,persona_8110,57,F,Cajica,0,1,0,4738
8111,persona_8111,20,M,Bogotá,0,10,1,3917
8112,persona_8112,62,M,Cota,0,3,2,1930
8113,persona_8113,41,M,Chía,3,2,1,3065
8114,persona_8114,36,F,Bogotá,2,7,2,3188
8115,persona_8115,24,M,Cota,0,1,1,3244
8116,persona_8116,62,M,Cajica,2,7,1,4684
8117,persona_8117,67,F,Cajica,0,1,0,2013
8118,persona_8118,26,F,Cota,2,4,2,4004
8119,persona_8119,62,F,Cajica,0,7,0,2351
8120,persona_8120,32,F,Bogotá,2,0,1,2283
8121,persona_8121,69,M,Bogotá,3,10,1,2454
8122,persona_8122,35,F,Chía,0,0,2,3553
8123,persona_8123,46,F,Cota,1,4,0,3526
8124,persona_8124,28,M,Bogotá,3,3,0,2843
8125,persona_8125,50,M,Zipaquira,3,1,0,4666
8126,persona_8126,48,F,Zipaquira,1,3,1,1130
8127,persona_8127,34,M,Cajica,0,1,1,1318
8128,persona_8128,50,F,Zipaquira,1,0,0,1464
8129,persona_8129,25,F,Zipaquira,3,5,0,2020
8130,persona_8130,57,M,Chía,0,1,1,4151
8131,persona_8131,30,F,Cajica,0,4,2,3053
8132,persona_8132,27,M,Bogotá,3,0,0,1301
8133,persona_8133,33,M,Cota,0,9,1,2524
8134,persona_8134,48,M,Cota,3,4,0,2263
8135,persona_8135,42,F,Bogotá,1,4,0,2661
8136,persona_8136,39,M,Bogotá,3,2,0,2174
8137,persona_8137,69,F,Bogotá,2,2,0,2026
8138,persona_8138,69,F,Bogotá,1,10,2,4263
8139,persona_8139,33,M,Cajica,0,7,2,1248
8140,persona_8140,22,F,Chía,1,10,1,4578
8141,persona_8141,63,M,Cota,1,1,1,1210
8142,persona_8142,45,F,Bogotá,1,1,1,3722
8143,persona_8143,56,M,Chía,1,8,1,2334
8144,persona_8144,46,M,Bogotá,3,6,0,3658
8145,persona_8145,60,F,Cota,2,4,1,1819
8146,persona_8146,67,F,Cajica,2,6,2,2475
8147,persona_8147,52,M,Chía,3,6,2,2432
8148,persona_8148,23,M,Chía,3,10,1,1561
8149,persona_8149,69,F,Cajica,1,2,1,2291
8150,persona_8150,31,F,Bogotá,2,0,0,4834
8151,persona_8151,61,F,Cajica,0,5,1,1925
8152,persona_8152,41,F,Cota,1,3,1,2287
8153,persona_8153,66,M,Chía,2,10,2,1366
8154,persona_8154,47,M,Cota,1,3,2,2716
8155,persona_8155,35,M,Bogotá,1,7,2,4428
8156,persona_8156,24,M,Cajica,1,6,1,3631
8157,persona_8157,25,M,Chía,1,0,2,2939
8158,persona_8158,63,M,Chía,3,2,1,4451
8159,persona_8159,50,F,Chía,1,3,0,2011
8160,persona_8160,25,F,Zipaquira,3,2,1,2745
8161,persona_8161,27,F,Cajica,1,0,1,1583
8162,persona_8162,38,F,Chía,1,7,0,4207
8163,persona_8163,27,F,Cota,3,4,2,2599
8164,persona_8164,39,F,Cota,1,2,1,4894
8165,persona_8165,63,M,Bogotá,0,5,1,4733
8166,persona_8166,61,F,Cota,0,10,1,1361
8167,persona_8167,27,M,Bogotá,0,1,1,4126
8168,persona_8168,60,F,Zipaquira,2,10,0,4186
8169,persona_8169,35,M,Cajica,0,2,0,4048
8170,persona_8170,41,F,Chía,3,3,1,4825
8171,persona_8171,30,F,Cota,1,1,2,3284
8172,persona_8172,62,F,Cajica,1,0,2,3082
8173,persona_8173,68,F,Bogotá,3,6,2,4182
8174,persona_8174,26,M,Zipaquira,3,5,1,1259
8175,persona_8175,45,M,Zipaquira,2,1,0,1102
8176,persona_8176,41,M,Zipaquira,3,3,2,2100
8177,persona_8177,67,M,Bogotá,3,2,2,1439
8178,persona_8178,46,M,Zipaquira,2,4,2,2519
8179,persona_8179,42,F,Bogotá,3,4,0,1963
8180,persona_8180,64,F,Cota,1,5,0,3228
8181,persona_8181,64,F,Cajica,0,10,0,4905
8182,persona_8182,52,M,Chía,3,9,0,2292
8183,persona_8183,30,M,Zipaquira,3,8,2,2441
8184,persona_8184,34,F,Zipaquira,1,6,1,4924
8185,persona_8185,66,F,Bogotá,2,8,0,3216
8186,persona_8186,53,F,Cota,1,9,0,3974
8187,persona_8187,47,M,Bogotá,1,5,0,2264
8188,persona_8188,69,F,Zipaquira,2,4,1,2517
8189,persona_8189,21,F,Bogotá,1,1,0,3609
8190,persona_8190,25,F,Chía,0,7,2,2080
8191,persona_8191,27,F,Cota,0,1,1,2149
8192,persona_8192,24,F,Bogotá,3,6,0,3488
8193,persona_8193,30,M,Cajica,2,10,0,4152
8194,persona_8194,45,M,Cota,0,3,2,2682
8195,persona_8195,33,M,Bogotá,3,4,0,2398
8196,persona_8196,47,M,Cota,0,2,2,3661
8197,persona_8197,50,F,Zipaquira,1,9,1,4060
8198,persona_8198,63,M,Cajica,3,1,0,1950
8199,persona_8199,64,F,Chía,2,6,0,2466
8200,persona_8200,60,F,Bogotá,3,0,2,2216
8201,persona_8201,65,M,Cajica,3,6,1,3409
8202,persona_8202,37,F,Bogotá,1,10,2,4089
8203,persona_8203,43,F,Bogotá,0,8,2,2488
8204,persona_8204,27,F,Cota,1,6,2,4839
8205,persona_8205,24,M,Cota,1,4,0,1547
8206,persona_8206,30,F,Bogotá,1,9,0,4089
8207,persona_8207,65,F,Zipaquira,1,0,2,2466
8208,persona_8208,44,M,Cota,0,6,2,4589
8209,persona_8209,47,F,Cota,0,7,0,2367
8210,persona_8210,42,F,Zipaquira,1,10,1,3267
8211,persona_8211,54,M,Cajica,2,8,0,1946
8212,persona_8212,58,M,Cajica,3,1,0,2898
8213,persona_8213,63,M,Zipaquira,3,9,2,2631
8214,persona_8214,25,M,Cota,3,8,0,4623
8215,persona_8215,23,F,Chía,1,5,1,1330
8216,persona_8216,29,F,Bogotá,0,5,0,2929
8217,persona_8217,54,F,Cota,1,0,1,3238
8218,persona_8218,57,M,Cajica,0,6,0,4008
8219,persona_8219,32,M,Bogotá,2,6,0,2008
8220,persona_8220,25,F,Cota,1,1,1,4813
8221,persona_8221,30,M,Cota,3,10,0,2868
8222,persona_8222,48,F,Cota,0,1,0,2543
8223,persona_8223,36,F,Cajica,0,1,0,3765
8224,persona_8224,31,F,Bogotá,3,9,0,3202
8225,persona_8225,34,M,Cajica,3,8,0,4977
8226,persona_8226,63,F,Cota,2,4,1,2175
8227,persona_8227,35,M,Cota,3,2,1,3425
8228,persona_8228,34,F,Chía,3,7,1,2968
8229,persona_8229,43,F,Chía,1,3,1,4278
8230,persona_8230,44,M,Chía,3,9,1,2136
8231,persona_8231,43,F,Bogotá,2,4,2,2782
8232,persona_8232,52,M,Cota,2,5,2,2492
8233,persona_8233,51,M,Cota,0,8,1,1573
8234,persona_8234,48,F,Cota,1,8,0,2258
8235,persona_8235,26,F,Chía,2,2,0,2024
8236,persona_8236,20,M,Chía,0,6,1,2611
8237,persona_8237,48,M,Zipaquira,1,7,2,1172
8238,persona_8238,28,F,Cajica,3,4,2,2446
8239,persona_8239,60,F,Zipaquira,2,7,0,2668
8240,persona_8240,21,M,Cota,0,0,0,4312
8241,persona_8241,53,M,Chía,0,8,1,3141
8242,persona_8242,54,M,Zipaquira,2,6,1,2400
8243,persona_8243,41,F,Zipaquira,1,0,1,1679
8244,persona_8244,37,F,Cota,1,7,2,4341
8245,persona_8245,31,F,Bogotá,2,5,0,2781
8246,persona_8246,57,M,Cota,2,6,2,3165
8247,persona_8247,57,M,Bogotá,2,3,1,2913
8248,persona_8248,69,F,Cota,1,1,1,3118
8249,persona_8249,23,F,Bogotá,2,2,1,2195
8250,persona_8250,51,M,Zipaquira,1,2,2,1758
8251,persona_8251,42,M,Zipaquira,0,1,2,2849
8252,persona_8252,49,F,Cota,0,2,1,2326
8253,persona_8253,40,F,Chía,3,7,0,1854
8254,persona_8254,32,F,Cota,1,2,0,3454
8255,persona_8255,40,M,Bogotá,0,1,0,1774
8256,persona_8256,46,F,Zipaquira,2,6,2,1184
8257,persona_8257,63,F,Chía,2,6,0,2110
8258,persona_8258,38,M,Bogotá,1,2,2,2694
8259,persona_8259,26,M,Zipaquira,3,3,0,4313
8260,persona_8260,27,F,Zipaquira,3,1,1,2669
8261,persona_8261,58,M,Cajica,3,7,2,3000
8262,persona_8262,21,M,Cajica,2,7,2,3136
8263,persona_8263,70,F,Cajica,1,10,1,4099
8264,persona_8264,45,M,Zipaquira,3,10,2,4670
8265,persona_8265,57,M,Chía,1,9,0,4403
8266,persona_8266,34,F,Cajica,3,0,1,3816
8267,persona_8267,59,F,Zipaquira,2,8,1,4249
8268,persona_8268,38,M,Chía,1,2,1,2777
8269,persona_8269,42,F,Chía,1,10,2,2845
8270,persona_8270,22,M,Chía,1,9,0,3779
8271,persona_8271,70,M,Zipaquira,2,9,1,4142
8272,persona_8272,49,M,Chía,3,4,0,2138
8273,persona_8273,21,F,Cajica,1,6,1,4109
8274,persona_8274,54,F,Bogotá,2,2,2,2663
8275,persona_8275,23,F,Zipaquira,0,1,0,4650
8276,persona_8276,68,F,Cota,0,9,2,1996
8277,persona_8277,51,M,Chía,1,0,0,4961
8278,persona_8278,42,M,Cota,1,1,1,1759
8279,persona_8279,70,M,Cajica,2,5,2,1298
8280,persona_8280,68,F,Cajica,3,7,1,3455
8281,persona_8281,44,F,Cajica,0,1,2,4665
8282,persona_8282,53,F,Zipaquira,3,10,2,3245
8283,persona_8283,31,M,Bogotá,2,4,2,1555
8284,persona_8284,40,F,Chía,0,3,2,4289
8285,persona_8285,44,F,Cota,3,4,1,4336
8286,persona_8286,34,M,Bogotá,0,5,0,4036
8287,persona_8287,28,F,Cajica,3,10,0,3743
8288,persona_8288,63,M,Cota,2,4,1,2692
8289,persona_8289,58,F,Chía,0,10,0,4567
8290,persona_8290,48,M,Zipaquira,2,9,2,2526
8291,persona_8291,32,F,Chía,2,5,1,1897
8292,persona_8292,53,F,Chía,1,1,0,913
8293,persona_8293,43,F,Cota,1,2,2,1380
8294,persona_8294,35,F,Zipaquira,3,10,2,4793
8295,persona_8295,32,M,Zipaquira,2,0,2,1260
8296,persona_8296,49,F,Cajica,2,9,1,1375
8297,persona_8297,30,F,Chía,2,0,2,1106
8298,persona_8298,50,F,Chía,3,0,1,2236
8299,persona_8299,55,M,Cota,3,9,1,3840
8300,persona_8300,38,M,Zipaquira,1,5,2,4519
8301,persona_8301,20,F,Chía,1,9,0,1911
8302,persona_8302,26,F,Cota,1,10,0,4156
8303,persona_8303,69,F,Cota,0,9,2,1793
8304,persona_8304,67,F,Cota,0,9,1,4547
8305,persona_8305,35,M,Bogotá,2,2,1,3678
8306,persona_8306,46,F,Zipaquira,1,1,1,3733
8307,persona_8307,27,M,Chía,2,9,1,4243
8308,persona_8308,42,F,Cajica,2,1,2,2474
8309,persona_8309,57,M,Zipaquira,1,8,0,1482
8310,persona_8310,29,M,Cota,0,7,0,4792
8311,persona_8311,62,M,Chía,2,4,0,4560
8312,persona_8312,61,F,Bogotá,3,0,2,2525
8313,persona_8313,53,F,Bogotá,0,8,0,3590
8314,persona_8314,45,M,Cota,0,10,1,1943
8315,persona_8315,35,M,Cajica,3,3,1,3270
8316,persona_8316,50,F,Chía,0,2,1,4818
8317,persona_8317,32,M,Chía,2,2,0,2273
8318,persona_8318,69,F,Cota,3,4,1,3492
8319,persona_8319,47,F,Cajica,3,6,1,1732
8320,persona_8320,26,M,Cota,0,0,0,4048
8321,persona_8321,36,F,Cajica,3,10,2,1728
8322,persona_8322,33,F,Cajica,0,7,2,2694
8323,persona_8323,37,M,Zipaquira,1,1,1,2120
8324,persona_8324,61,F,Cajica,3,0,0,3374
8325,persona_8325,55,M,Cota,2,10,2,1842
8326,persona_8326,69,F,Cota,3,7,2,1802
8327,persona_8327,61,M,Zipaquira,0,10,1,2913
8328,persona_8328,70,M,Chía,3,0,2,3942
8329,persona_8329,63,M,Cota,2,6,0,1102
8330,persona_8330,42,M,Cajica,2,4,1,4076
8331,persona_8331,30,F,Bogotá,3,3,0,3252
8332,persona_8332,43,F,Chía,0,6,0,2098
8333,persona_8333,66,M,Chía,2,7,0,4119
8334,persona_8334,34,M,Zipaquira,0,0,2,4462
8335,persona_8335,61,M,Cota,0,3,0,4409
8336,persona_8336,69,M,Chía,1,2,2,2822
8337,persona_8337,53,M,Bogotá,2,5,1,3604
8338,persona_8338,68,M,Bogotá,1,0,0,4458
8339,persona_8339,40,F,Zipaquira,1,6,0,2366
8340,persona_8340,40,F,Cajica,0,5,1,2590
8341,persona_8341,50,F,Cajica,1,4,0,4447
8342,persona_8342,64,F,Cajica,2,4,1,943
8343,persona_8343,70,M,Cajica,3,7,2,1814
8344,persona_8344,33,M,Chía,3,4,2,4829
8345,persona_8345,47,M,Bogotá,3,10,0,4243
8346,persona_8346,49,M,Cajica,1,0,2,2721
8347,persona_8347,43,F,Cota,1,10,0,4707
8348,persona_8348,26,M,Cajica,0,0,2,4146
8349,persona_8349,59,M,Zipaquira,3,1,0,2490
8350,persona_8350,53,F,Bogotá,3,8,1,4129
8351,persona_8351,30,F,Bogotá,3,3,2,4696
8352,persona_8352,50,F,Cota,0,7,1,2211
8353,persona_8353,53,M,Cajica,1,0,0,3632
8354,persona_8354,46,M,Chía,1,5,2,3680
8355,persona_8355,48,M,Cajica,3,6,2,1566
8356,persona_8356,26,F,Chía,3,9,2,3920
8357,persona_8357,39,F,Zipaquira,3,1,1,4685
8358,persona_8358,22,F,Cota,0,9,2,3169
8359,persona_8359,68,F,Bogotá,1,2,1,1136
8360,persona_8360,60,M,Chía,0,8,0,3237
8361,persona_8361,26,M,Zipaquira,3,3,2,2903
8362,persona_8362,53,F,Bogotá,1,2,0,1701
8363,persona_8363,34,F,Cajica,3,10,2,3957
8364,persona_8364,43,M,Cajica,2,7,0,4520
8365,persona_8365,27,M,Cajica,2,3,2,2412
8366,persona_8366,61,M,Chía,2,9,0,3661
8367,persona_8367,53,M,Bogotá,0,9,1,4128
8368,persona_8368,31,M,Cajica,1,4,0,1537
8369,persona_8369,21,M,Chía,2,3,0,2830
8370,persona_8370,60,F,Chía,1,2,1,2409
8371,persona_8371,48,F,Bogotá,3,10,0,2759
8372,persona_8372,41,M,Cota,3,5,0,2121
8373,persona_8373,40,F,Chía,2,10,1,4901
8374,persona_8374,66,F,Cajica,1,2,0,2831
8375,persona_8375,42,M,Cajica,2,7,0,5000
8376,persona_8376,59,M,Zipaquira,0,2,1,4136
8377,persona_8377,59,F,Cajica,0,3,2,2005
8378,persona_8378,49,F,Bogotá,3,4,2,3408
8379,persona_8379,51,M,Cajica,0,2,2,4120
8380,persona_8380,67,M,Bogotá,1,1,2,3300
8381,persona_8381,54,F,Chía,2,1,1,1695
8382,persona_8382,25,F,Bogotá,2,3,0,1962
8383,persona_8383,68,M,Cajica,2,5,0,3325
8384,persona_8384,69,M,Cota,0,3,2,4085
8385,persona_8385,48,F,Chía,0,10,2,3855
8386,persona_8386,26,M,Chía,0,9,2,4292
8387,persona_8387,38,M,Cota,2,8,0,1500
8388,persona_8388,21,M,Bogotá,0,6,2,3895
8389,persona_8389,60,M,Chía,0,7,2,1080
8390,persona_8390,50,M,Cajica,1,8,0,4456
8391,persona_8391,46,M,Zipaquira,3,7,2,1463
8392,persona_8392,52,F,Chía,1,2,1,4343
8393,persona_8393,55,F,Cajica,3,8,0,1054
8394,persona_8394,62,M,Zipaquira,2,9,2,1565
8395,persona_8395,31,F,Cota,0,1,1,2592
8396,persona_8396,39,F,Zipaquira,3,4,2,3715
8397,persona_8397,45,M,Bogotá,1,9,2,2897
8398,persona_8398,46,M,Zipaquira,1,8,0,3813
8399,persona_8399,58,M,Cota,3,4,0,924
8400,persona_8400,26,F,Cajica,3,0,1,979
8401,persona_8401,49,M,Zipaquira,3,6,2,1892
8402,persona_8402,40,M,Zipaquira,0,4,0,3146
8403,persona_8403,65,F,Cajica,3,10,0,3444
8404,persona_8404,54,M,Zipaquira,3,0,0,3869
8405,persona_8405,31,M,Cota,0,1,1,4923
8406,persona_8406,39,M,Zipaquira,0,7,1,4622
8407,persona_8407,70,M,Chía,3,1,2,1197
8408,persona_8408,32,F,Chía,0,3,0,3552
8409,persona_8409,39,F,Zipaquira,3,6,2,2825
8410,persona_8410,42,M,Cajica,0,5,1,4151
8411,persona_8411,36,M,Chía,2,7,2,4478
8412,persona_8412,48,F,Bogotá,0,3,1,4190
8413,persona_8413,65,M,Zipaquira,0,10,1,3864
8414,persona_8414,47,M,Cajica,0,10,1,2087
8415,persona_8415,50,M,Chía,3,3,2,4231
8416,persona_8416,45,F,Bogotá,3,8,1,4928
8417,persona_8417,45,M,Cajica,2,0,0,4317
8418,persona_8418,41,F,Cota,0,5,1,4387
8419,persona_8419,27,M,Zipaquira,2,6,0,4822
8420,persona_8420,33,F,Chía,3,1,0,3102
8421,persona_8421,68,F,Chía,3,4,2,1253
8422,persona_8422,27,F,Cajica,2,6,0,2549
8423,persona_8423,49,M,Bogotá,3,3,0,4779
8424,persona_8424,23,M,Cota,1,0,0,2445
8425,persona_8425,59,M,Chía,1,5,0,1027
8426,persona_8426,54,F,Chía,3,9,0,2544
8427,persona_8427,20,F,Bogotá,2,10,2,4318
8428,persona_8428,53,F,Bogotá,0,10,2,3898
8429,persona_8429,44,F,Bogotá,1,8,2,3569
8430,persona_8430,70,M,Cajica,2,9,2,1411
8431,persona_8431,54,M,Chía,1,2,0,3109
8432,persona_8432,35,M,Zipaquira,2,2,2,2012
8433,persona_8433,41,M,Cota,3,7,2,1776
8434,persona_8434,35,F,Chía,2,2,1,3608
8435,persona_8435,31,M,Cajica,1,1,0,4777
8436,persona_8436,22,F,Bogotá,1,7,1,3582
8437,persona_8437,55,M,Cajica,3,5,1,4082
8438,persona_8438,50,F,Zipaquira,0,10,1,3583
8439,persona_8439,63,M,Cota,0,4,2,3219
8440,persona_8440,70,F,Zipaquira,3,2,1,4266
8441,persona_8441,63,M,Zipaquira,0,0,2,4301
8442,persona_8442,63,M,Bogotá,3,6,0,4062
8443,persona_8443,59,M,Bogotá,0,2,0,4198
8444,persona_8444,60,M,Chía,2,4,0,1610
8445,persona_8445,26,F,Zipaquira,1,9,1,4220
8446,persona_8446,62,F,Cota,1,0,0,4734
8447,persona_8447,46,F,Chía,2,2,0,4473
8448,persona_8448,43,F,Zipaquira,0,10,1,4213
8449,persona_8449,52,M,Zipaquira,3,7,1,2313
8450,persona_8450,26,M,Cota,0,3,1,1565
8451,persona_8451,57,M,Cajica,1,5,0,3287
8452,persona_8452,58,F,Cota,0,1,1,4174
8453,persona_8453,40,F,Zipaquira,3,0,1,3354
8454,persona_8454,21,M,Bogotá,2,2,2,3155
8455,persona_8455,33,M,Cajica,3,4,0,971
8456,persona_8456,41,M,Cajica,3,9,1,4535
8457,persona_8457,50,F,Cota,1,1,0,4321
8458,persona_8458,42,M,Zipaquira,3,3,0,1908
8459,persona_8459,33,F,Cota,0,9,1,4052
8460,persona_8460,49,M,Zipaquira,1,0,2,2864
8461,persona_8461,22,M,Zipaquira,2,10,0,1369
8462,persona_8462,36,M,Cajica,0,2,2,1750
8463,persona_8463,49,M,Cota,0,0,2,3441
8464,persona_8464,69,M,Chía,2,9,0,1017
8465,persona_8465,38,M,Cajica,1,7,2,1680
8466,persona_8466,38,M,Bogotá,2,3,0,3376
8467,persona_8467,47,F,Cajica,2,3,2,1222
8468,persona_8468,35,M,Chía,1,1,2,1308
8469,persona_8469,47,M,Zipaquira,1,1,2,4186
8470,persona_8470,25,F,Cota,0,3,0,1360
8471,persona_8471,45,F,Bogotá,0,4,1,4437
8472,persona_8472,65,F,Chía,1,1,2,1572
8473,persona_8473,52,M,Chía,1,8,2,4836
8474,persona_8474,67,F,Bogotá,3,0,1,4862
8475,persona_8475,36,M,Cota,3,8,2,2282
8476,persona_8476,48,F,Cota,3,4,1,4525
8477,persona_8477,60,F,Cota,0,4,0,3670
8478,persona_8478,62,M,Cajica,2,1,1,3199
8479,persona_8479,45,F,Zipaquira,2,2,2,2181
8480,persona_8480,26,M,Cajica,3,7,2,3440
8481,persona_8481,40,F,Zipaquira,3,5,1,922
8482,persona_8482,55,M,Cota,2,10,2,2287
8483,persona_8483,47,M,Cota,0,8,2,2048
8484,persona_8484,46,F,Cota,0,4,2,4193
8485,persona_8485,28,M,Bogotá,2,10,1,1076
8486,persona_8486,41,F,Zipaquira,2,9,0,4733
8487,persona_8487,70,M,Cota,3,7,1,2775
8488,persona_8488,52,M,Bogotá,2,8,2,3298
8489,persona_8489,61,F,Bogotá,0,8,1,4165
8490,persona_8490,57,F,Zipaquira,1,0,2,4727
8491,persona_8491,45,M,Bogotá,2,5,2,4383
8492,persona_8492,41,F,Bogotá,1,4,0,976
8493,persona_8493,22,M,Chía,0,8,2,2996
8494,persona_8494,51,M,Chía,0,3,1,2507
8495,persona_8495,69,M,Cota,0,3,2,1925
8496,persona_8496,22,F,Chía,1,3,2,3553
8497,persona_8497,21,F,Cota,2,0,1,3528
8498,persona_8498,64,F,Cota,1,10,0,2977
8499,persona_8499,61,F,Chía,3,0,0,3152
8500,persona_8500,59,M,Bogotá,1,4,1,2674
8501,persona_8501,25,M,Cota,3,1,2,1143
8502,persona_8502,34,M,Zipaquira,1,4,1,3083
8503,persona_8503,63,F,Bogotá,2,4,0,4538
8504,persona_8504,39,F,Bogotá,2,5,2,1695
8505,persona_8505,26,M,Zipaquira,1,8,2,1817
8506,persona_8506,21,F,Cota,1,5,2,3048
8507,persona_8507,52,F,Cota,0,7,2,4226
8508,persona_8508,45,M,Bogotá,1,2,0,1066
8509,persona_8509,49,F,Zipaquira,2,5,0,2877
8510,persona_8510,68,M,Bogotá,1,1,2,2741
8511,persona_8511,48,M,Cajica,0,4,2,4871
8512,persona_8512,32,F,Cota,0,7,0,2462
8513,persona_8513,62,F,Zipaquira,2,4,2,2036
8514,persona_8514,68,F,Bogotá,1,0,2,1787
8515,persona_8515,49,F,Cota,0,3,2,3628
8516,persona_8516,65,F,Chía,3,10,2,2925
8517,persona_8517,64,F,Zipaquira,1,1,2,3779
8518,persona_8518,64,F,Bogotá,2,9,0,1117
8519,persona_8519,62,F,Cajica,0,6,1,1520
8520,persona_8520,42,M,Cota,3,6,1,2283
8521,persona_8521,22,F,Zipaquira,3,5,0,2174
8522,persona_8522,26,F,Cota,1,6,1,2324
8523,persona_8523,23,F,Chía,3,10,1,1059
8524,persona_8524,28,F,Bogotá,3,8,2,2963
8525,persona_8525,35,M,Chía,0,1,1,4641
8526,persona_8526,67,F,Bogotá,0,4,0,3799
8527,persona_8527,37,F,Zipaquira,3,2,2,4703
8528,persona_8528,43,F,Cota,2,10,0,1352
8529,persona_8529,41,F,Cajica,2,7,0,1448
8530,persona_8530,33,F,Bogotá,0,6,0,1474
8531,persona_8531,39,M,Bogotá,1,0,2,4048
8532,persona_8532,24,F,Cajica,1,0,0,1556
8533,persona_8533,27,M,Chía,3,10,2,1003
8534,persona_8534,43,M,Cajica,0,1,0,2935
8535,persona_8535,59,M,Cota,3,1,1,2782
8536,persona_8536,57,F,Bogotá,2,4,0,2807
8537,persona_8537,36,F,Cota,0,3,0,3166
8538,persona_8538,37,M,Cajica,2,6,0,2083
8539,persona_8539,34,M,Zipaquira,2,2,1,1846
8540,persona_8540,51,F,Zipaquira,2,2,0,2522
8541,persona_8541,32,M,Chía,3,2,1,2815
8542,persona_8542,37,M,Chía,3,5,1,2443
8543,persona_8543,42,F,Zipaquira,1,1,0,1723
8544,persona_8544,70,F,Cajica,3,4,0,4419
8545,persona_8545,59,F,Cajica,0,1,2,4882
8546,persona_8546,36,M,Chía,1,4,1,4435
8547,persona_8547,20,F,Cota,1,3,0,3506
8548,persona_8548,44,F,Zipaquira,3,6,1,2761
8549,persona_8549,65,F,Cajica,2,0,1,2317
8550,persona_8550,68,M,Cota,1,10,1,4852
8551,persona_8551,51,M,Zipaquira,0,10,2,1746
8552,persona_8552,51,M,Chía,2,2,2,3025
8553,persona_8553,69,M,Chía,2,6,1,3959
8554,persona_8554,30,M,Chía,2,10,2,1738
8555,persona_8555,43,M,Cota,1,3,0,1438
8556,persona_8556,44,M,Cota,0,8,0,3431
8557,persona_8557,57,M,Bogotá,2,5,2,3009
8558,persona_8558,27,M,Zipaquira,2,0,2,3633
8559,persona_8559,37,F,Cota,0,5,0,978
8560,persona_8560,63,F,Zipaquira,2,10,0,1180
8561,persona_8561,54,M,Zipaquira,2,6,0,2070
8562,persona_8562,59,F,Cota,1,6,0,2553
8563,persona_8563,57,M,Bogotá,2,0,2,1906
8564,persona_8564,68,F,Zipaquira,2,2,1,3850
8565,persona_8565,36,F,Bogotá,3,9,1,3715
8566,persona_8566,27,M,Zipaquira,2,6,0,1295
8567,persona_8567,50,F,Bogotá,1,5,0,2057
8568,persona_8568,65,F,Bogotá,0,1,2,3213
8569,persona_8569,59,M,Zipaquira,0,8,0,2168
8570,persona_8570,21,M,Zipaquira,3,9,2,4571
8571,persona_8571,55,F,Zipaquira,1,7,2,2937
8572,persona_8572,29,M,Chía,2,4,2,3627
8573,persona_8573,62,M,Cajica,0,7,0,1254
8574,persona_8574,23,M,Bogotá,0,3,2,2833
8575,persona_8575,41,F,Chía,1,1,0,3056
8576,persona_8576,27,F,Zipaquira,0,8,0,4762
8577,persona_8577,30,M,Chía,3,6,0,2239
8578,persona_8578,49,M,Chía,1,8,2,2597
8579,persona_8579,29,F,Chía,1,8,2,3621
8580,persona_8580,31,M,Bogotá,0,2,2,3254
8581,persona_8581,49,F,Bogotá,2,8,0,2463
8582,persona_8582,33,M,Zipaquira,3,7,2,3511
8583,persona_8583,47,M,Bogotá,0,6,1,4143
8584,persona_8584,28,M,Bogotá,3,1,0,3998
8585,persona_8585,39,F,Zipaquira,3,5,1,3667
8586,persona_8586,70,F,Cajica,1,3,1,4671
8587,persona_8587,54,M,Zipaquira,0,6,1,3059
8588,persona_8588,33,M,Cota,3,1,0,3657
8589,persona_8589,33,M,Bogotá,2,1,2,3164
8590,persona_8590,34,M,Chía,3,3,2,2850
8591,persona_8591,34,F,Bogotá,0,1,2,3311
8592,persona_8592,22,M,Bogotá,3,6,1,3073
8593,persona_8593,33,M,Cota,2,3,0,3502
8594,persona_8594,26,M,Zipaquira,1,4,1,2713
8595,persona_8595,33,M,Zipaquira,0,0,2,3700
